Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),TeamCode,OriginalTable
LT,Garett Bolles,31.0,6,17.0,,,2023_ROSTER.HTM,Table_1
LG,Ben Powers,27.0,4,17.0,,,2023_ROSTER.HTM,Table_1
C,Lloyd Cushenberry III,26.0,3,17.0,,,2023_ROSTER.HTM,Table_1
RG,Quinn Meinerz,25.0,2,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
RT,Mike McGlinchey,29.0,5,16.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Zach Allen,26.0,4,17.0,"5.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
NT,Mike Purcell,32.0,9,10.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RDE,D.J. Jones,28.0,6,16.0,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Baron Browning,24.0,2,9.0,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,Alex Singleton,30.0,4,16.0,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
RILB,Josey Jewell,29.0,5,15.0,"3.0 sacks, 0 interceptions, 3 fumbles recovered",,2023_ROSTER.HTM,Table_1
ROLB,Jonathon Cooper,25.0,2,17.0,"8.5 sacks, 1 interception, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Patrick Surtain II*,23.0,2,17.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Fabian Moreau,29.0,6,11.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Kareem Jackson,35.0,13,8.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Justin Simmons*,30.0,7,15.0,"1.0 sacks, 3 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Gardner Minshew II*,27.0,4,13.0,"305 for 490, 3,305 yards, 15 td, 9 int, & 34 rushes for 100 yards and 3 td",,2023_ROSTER.HTM,Table_1
RB,Zack Moss,26.0,3,8.0,"183 rushes for 794 yards, 5 td, & 27 catches for 192 yards and 2 td",,2023_ROSTER.HTM,Table_1
WR,Josh Downs,22.0,Rook,9.0,"68 catches for 771 yards, 2 td",,2023_ROSTER.HTM,Table_1
WR,Alec Pierce,23.0,1,16.0,"32 catches for 514 yards, 2 td",,2023_ROSTER.HTM,Table_1
WR,Michael Pittman Jr.,26.0,3,15.0,"109 catches for 1,152 yards, 4 td",,2023_ROSTER.HTM,Table_1
LT,Bernhard Raimann,26.0,1,15.0,,,2023_ROSTER.HTM,Table_1
LG,Quenton Nelson*,27.0,5,17.0,,,2023_ROSTER.HTM,Table_1
C,Ryan Kelly*,30.0,7,14.0,,,2023_ROSTER.HTM,Table_1
RG,Will Fries,25.0,2,17.0,,,2023_ROSTER.HTM,Table_1
RT,Braden Smith,27.0,5,10.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Kwity Paye,25.0,2,16.0,"8.5 sacks, 0 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
DT,DeForest Buckner*,29.0,7,16.0,,,2023_ROSTER.HTM,Table_1
NT,Grover Stewart,30.0,6,11.0,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Samson Ebukam,28.0,6,17.0,"9.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LLB,Shaquille Leonard,28.0,5,9.0,,,2023_ROSTER.HTM,Table_1
MLB,Zaire Franklin,27.0,5,16.0,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RLB,E.J. Speed,28.0,4,11.0,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LCB,Darrell Baker,25.0,1,6.0,,,2023_ROSTER.HTM,Table_1
RCB,Kenny Moore,28.0,6,16.0,"1.5 sacks, 3 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Julian Blackmon,25.0,3,15.0,"0.0 sacks, 4 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Rodney Thomas II,25.0,1,15.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Dak Prescott*,30.0,7.0,17.0,"410 for 590, 4,516 yards, 36 td, 9 int, & 55 rushes for 242 yards and 2 td",,2023_ROSTER.HTM,Table_1
RB,Tony Pollard,26.0,4.0,17.0,"252 rushes for 1,005 yards, 6 td, & 55 catches for 311 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Brandin Cooks,30.0,9.0,15.0,"54 catches for 657 yards, 8 td, & 5 rushes for 35 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Michael Gallup,27.0,5.0,13.0,"34 catches for 418 yards, 2 td",,2023_ROSTER.HTM,Table_1
WR,CeeDee Lamb*+,24.0,3.0,17.0,"135 catches for 1,749 yards, 12 td, & 14 rushes for 113 yards and 2 td",,2023_ROSTER.HTM,Table_1
TE,Jake Ferguson*,24.0,1.0,16.0,"71 catches for 761 yards, 5 td",,2023_ROSTER.HTM,Table_1
LT,Tyron Smith,33.0,12.0,13.0,,,2023_ROSTER.HTM,Table_1
LG,Tyler Smith*,22.0,1.0,14.0,,,2023_ROSTER.HTM,Table_1
C,Tyler Biadasz,26.0,3.0,16.0,2 fumbles recovered,,2023_ROSTER.HTM,Table_1
RG,Zack Martin*+,33.0,9.0,15.0,,,2023_ROSTER.HTM,Table_1
RT,Terence Steele,26.0,3.0,17.0,1 fumble recovered,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,DeMarcus Lawrence*,31.0,9.0,17.0,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LDT,Johnathan Hankins,31.0,10.0,14.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDT,Osa Odighizuwa,25.0,2.0,17.0,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RDE,Micah Parsons*,24.0,2.0,17.0,"14.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LLB,Damone Clark,23.0,1.0,17.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
RLB,Leighton Vander Esch,26.0,5.0,5.0,"0.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Stephon Gilmore,33.0,11.0,17.0,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,DaRon Bland*+,24.0,1.0,15.0,"0.0 sacks, 9 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Malik Hooker,27.0,6.0,15.0,"0.0 sacks, 1 interception, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
FS,Donovan Wilson,28.0,4.0,13.0,"0.0 sacks, 2 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
DB,Markquese Bell,24.0,1.0,8.0,,,2023_ROSTER.HTM,Table_1
,Offensive Starters,,,,,,2023_ROSTER.HTM,Table_1
QB,Matthew Stafford*,35.0,14,15.0,"326 for 521, 3,965 yards, 24 td, 11 int, & 21 rushes for 65 yards and 0 td",,2023_ROSTER.HTM,Table_1
RB,Kyren Williams*,23.0,1,11.0,"228 rushes for 1,144 yards, 12 td, & 32 catches for 206 yards and 3 td",,2023_ROSTER.HTM,Table_1
WR,Tutu Atwell,24.0,2,14.0,"39 catches for 483 yards, 3 td, & 5 rushes for 31 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Cooper Kupp,30.0,6,12.0,"59 catches for 737 yards, 5 td, & 1 rush for -3 yards and 0 td",,2023_ROSTER.HTM,Table_1
WR,Puka Nacua*,22.0,Rook,17.0,"105 catches for 1,486 yards, 6 td, & 12 rushes for 89 yards and 0 td",,2023_ROSTER.HTM,Table_1
TE,Tyler Higbee,30.0,7,15.0,"47 catches for 495 yards, 2 td",,2023_ROSTER.HTM,Table_1
LT,Alaric Jackson,25.0,2,15.0,,,2023_ROSTER.HTM,Table_1
LG,Steve Avila,24.0,Rook,17.0,,,2023_ROSTER.HTM,Table_1
C,Coleman Shelton,28.0,4,17.0,,,2023_ROSTER.HTM,Table_1
RG,Kevin Dotson,27.0,3,14.0,,,2023_ROSTER.HTM,Table_1
RT,Rob Havenstein,31.0,8,14.0,,,2023_ROSTER.HTM,Table_1
,Defensive Starters,,,,,,2023_ROSTER.HTM,Table_1
LDE,Jonah Williams,28.0,2,16.0,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
DT,Aaron Donald*+,32.0,9,16.0,,,2023_ROSTER.HTM,Table_1
NT,Bobby Brown,23.0,2,13.0,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LOLB,Michael Hoecht,26.0,2,17.0,"6.0 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
LILB,Ernest Jones,24.0,2,15.0,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RILB,Troy Reeder,29.0,4,6.0,,,2023_ROSTER.HTM,Table_1
ROLB,Byron Young,25.0,Rook,16.0,"8.0 sacks, 0 interceptions, 1 fumble recovered",,2023_ROSTER.HTM,Table_1
LCB,Derion Kendrick,23.0,1,12.0,"0.0 sacks, 1 interception, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
RCB,Ahkello Witherspoon,28.0,6,17.0,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,2023_ROSTER.HTM,Table_1
SS,Jordan Fuller,25.0,3,17.0,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,2023_ROSTER.HTM,Table_1
FS,Russ Yeast,24.0,1,9.0,,,2023_ROSTER.HTM,Table_1
