Unnamed: 0_level_0_Week,Unnamed: 1_level_0_Day,Unnamed: 2_level_0_Date,Unnamed: 3_level_0_Unnamed: 3_level_1,Unnamed: 4_level_0_Unnamed: 4_level_1,Unnamed: 5_level_0_OT,Unnamed: 6_level_0_Unnamed: 6_level_1,Unnamed: 7_level_0_Opp,Score_Tm,Score_Opp,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_NY/A,Passing_Cmp%,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_FGM,Scoring_FGA,Scoring_XPM,Scoring_XPA,Punting_Pnt,Punting_Yds,Downs_3DConv,Downs_3DAtt,Downs_4DConv,Downs_4DAtt,Unnamed: 35_level_0_ToP,OriginalTable
19,Sat,January 13,boxscore,W,,,Cleveland Browns,45,14,34,46,268,1,2,4,39,6.7,5.4,73.9,77.1,20,56,2.8,1,0,0,2,2,4,176,7,15,0,4,35:26,Table_4
20,Sat,January 20,boxscore,L,,@,Baltimore Ravens,10,34,16,22,123,2,0,3,29,6.9,4.9,72.7,116.3,42,229,5.5,2,2,2,4,4,4,169,4,12,2,2,37:35,Table_4
