Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Date,Unnamed: 2_level_0_G#,Unnamed: 3_level_0_Week,Unnamed: 4_level_0_Age,Unnamed: 5_level_0_Tm,Unnamed: 6_level_0_Unnamed: 6_level_1,Unnamed: 7_level_0_Opp,Unnamed: 8_level_0_Result,Unnamed: 9_level_0_GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,PlayerCode,OriginalTable,Scoring_TD,Scoring_Pts,Scoring_2PM,Unnamed: 39_level_0_Status,Unnamed: 31_level_0_Status,Unnamed: 37_level_0_Status,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Unnamed: 47_level_0_Status,Unnamed: 34_level_0_Status,Unnamed: 27_level_0_Status,Unnamed: 46_level_0_Status,Unnamed: 40_level_0_Status
15.0,2023-12-24,15.0,16.0,,MIN,,DET,L 24-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,DOBBJO00,Table_1,Inactive,Inactive,Inactive,,,,,,,,,,,,,,,Inactive
16.0,2023-12-31,16.0,17.0,,MIN,,GNB,L 10-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,DOBBJO00,Table_1,Inactive,Inactive,Inactive,,,,,,,,,,,,,,,Inactive
17.0,2024-01-07,17.0,18.0,,MIN,@,DET,L 20-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,DOBBJO00,Table_1,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,,,,,,,Did Not Play
,13 Games,,,,,,,4-9-0,,262,417,62.83,2464,13,10,79.5,30,217,5.91,5.45,77,421,5.47,6,14,7,0,7,-4,0,,,,,,,DOBBJO00,Table_1,6,40,2,,,,,,,,,,,,,,,
1.0,2023-09-10,1.0,1.0,35.022,MIN,,TAM,L 17-20,*,33,44,75.00,344,2,1,102.8,2,16,7.82,7.70,3,7,2.33,0,2,2,0,0,1,0,64,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
2.0,2023-09-14,2.0,2.0,35.026,MIN,@,PHI,L 28-34,*,31,44,70.45,364,4,0,125.6,2,18,8.27,10.09,0,0,,0,1,1,0,0,0,0,58,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
3.0,2023-09-24,3.0,3.0,35.036,MIN,,LAC,L 24-28,*,32,50,64.00,367,3,1,97.7,4,22,7.34,7.64,1,10,10.00,0,0,0,0,0,0,0,82,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
4.0,2023-10-01,4.0,4.0,35.043,MIN,@,CAR,W 21-13,*,12,19,63.16,139,2,2,80.7,2,9,7.32,4.68,1,0,0.00,0,1,0,0,1,0,0,48,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
5.0,2023-10-08,5.0,5.0,35.05,MIN,,KAN,L 20-27,*,29,47,61.70,284,2,0,92.9,3,25,6.04,6.89,3,5,1.67,0,1,0,0,1,0,0,72,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
6.0,2023-10-15,6.0,6.0,35.057,MIN,@,CHI,W 19-13,*,21,31,67.74,181,1,0,93.6,2,7,5.84,6.48,2,-5,-2.50,0,2,1,0,0,0,0,57,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
7.0,2023-10-23,7.0,7.0,35.065,MIN,,SFO,W 22-17,*,35,45,77.78,378,2,1,107.2,0,0,8.40,8.29,2,-1,-0.50,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
8.0,2023-10-29,8.0,8.0,35.071,MIN,@,GNB,W 24-10,*,23,31,74.19,274,2,0,122.2,2,13,8.84,10.13,2,9,4.50,0,0,0,0,0,0,0,61,85%,0,0%,0,0%,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
9.0,2023-11-05,9.0,9.0,,MIN,@,ATL,W 31-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
10.0,2023-11-12,10.0,10.0,,MIN,,NOR,W 27-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
11.0,2023-11-19,11.0,11.0,,MIN,@,DEN,L 20-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
12.0,2023-11-27,12.0,12.0,,MIN,,CHI,L 10-12,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
13.0,2023-12-10,13.0,14.0,,MIN,@,LVR,W 3-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
14.0,2023-12-16,14.0,15.0,,MIN,@,CIN,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
15.0,2023-12-24,15.0,16.0,,MIN,,DET,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
16.0,2023-12-31,16.0,17.0,,MIN,,GNB,L 10-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
17.0,2024-01-07,17.0,18.0,,MIN,@,DET,L 20-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,COUSKI00,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
,8 Games,,,,,,,4-4-0,,216,311,69.45,2331,18,5,103.8,17,110,7.50,7.93,14,25,1.79,0,7,4,0,2,1,0,,,,,,,COUSKI00,Table_1,,,,,,,,,,,,,,,,,,
1.0,2023-09-10,1.0,1.0,26.274,CIN,@,CLE,L 3-24,*,14,31,45.16,82,0,0,52.2,2,15,2.65,2.65,1,-1,-1.00,0,0,0,0,0,0,0,52,93%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
2.0,2023-09-17,2.0,2.0,26.281,CIN,,BAL,L 24-27,*,27,41,65.85,222,2,1,85.6,1,6,5.41,5.29,1,5,5.00,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
3.0,2023-09-25,3.0,3.0,26.289,CIN,,LAR,W 19-16,*,26,49,53.06,259,0,1,59.8,2,17,5.29,4.37,3,-2,-0.67,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
4.0,2023-10-01,4.0,4.0,26.295,CIN,@,TEN,L 3-27,*,20,30,66.67,165,0,0,80.6,3,26,5.50,5.50,3,1,0.33,0,1,1,0,0,0,0,53,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
5.0,2023-10-08,5.0,5.0,26.302,CIN,@,ARI,W 34-20,*,36,46,78.26,317,3,1,108.1,3,30,6.89,7.22,4,7,1.75,0,0,0,0,0,0,0,82,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
6.0,2023-10-15,6.0,6.0,26.309,CIN,,SEA,W 17-13,*,24,35,68.57,185,2,1,88.4,3,17,5.29,5.14,2,4,2.00,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
7.0,2023-10-29,7.0,8.0,26.323,CIN,@,SFO,W 31-17,*,28,32,87.50,283,3,0,134.8,3,17,8.84,10.72,6,43,7.17,0,0,0,0,0,0,0,63,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
8.0,2023-11-05,8.0,9.0,26.33,CIN,,BUF,W 24-18,*,31,44,70.45,348,2,0,108.9,1,5,7.91,8.82,5,4,0.80,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
9.0,2023-11-12,9.0,10.0,26.337,CIN,,HOU,L 27-30,*,27,40,67.50,347,2,2,90.3,4,33,8.68,7.43,5,20,4.00,0,1,0,0,0,0,0,64,100%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
10.0,2023-11-16,10.0,11.0,26.341,CIN,@,BAL,L 20-34,*,11,17,64.71,101,1,0,100.4,2,14,5.94,7.12,1,7,7.00,0,0,0,0,0,0,0,27,44%,0,0%,0,0%,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
11.0,2023-11-26,11.0,12.0,,CIN,,PIT,L 10-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
12.0,2023-12-04,12.0,13.0,,CIN,@,JAX,W 34-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
13.0,2023-12-10,13.0,14.0,,CIN,,IND,W 34-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
14.0,2023-12-16,14.0,15.0,,CIN,,MIN,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
15.0,2023-12-23,15.0,16.0,,CIN,@,PIT,L 11-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
16.0,2023-12-31,16.0,17.0,,CIN,@,KAN,L 17-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
17.0,2024-01-07,17.0,18.0,,CIN,,CLE,W 31-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,BURRJO01,Table_1,,,,,,Did Not Play,,,,,,,,,,,,
,10 Games,,,,,,,5-5-0,,244,365,66.85,2309,15,6,91.0,24,180,6.33,6.41,31,88,2.84,0,2,1,0,0,0,0,,,,,,,BURRJO01,Table_1,,,,,,,,,,,,,,,,,,
1.0,2023-09-11,1.0,1.0,24.039,NYJ,,BUF,W 22-16,,14,21,66.67,140,1,1,81.4,2,13,6.67,5.48,4,6,1.50,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
2.0,2023-09-17,2.0,2.0,24.045,NYJ,@,DAL,L 10-30,*,12,27,44.44,170,1,3,38.1,3,19,6.30,2.04,5,36,7.20,0,0,0,0,0,0,0,47,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
3.0,2023-09-24,3.0,3.0,24.052,NYJ,,NWE,L 10-15,*,18,36,50.00,157,0,0,61.9,3,24,4.36,4.36,1,1,1.00,0,0,0,0,0,0,0,63,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
4.0,2023-10-01,4.0,4.0,24.059,NYJ,,KAN,L 20-23,*,28,39,71.79,245,2,0,105.2,2,17,6.28,7.31,2,14,7.00,0,1,1,0,0,-4,0,59,100%,0,0%,0,0%,WILSZA00,Table_1,0,2,1,,,,,,,,,,,,,,,
5.0,2023-10-08,5.0,5.0,24.066,NYJ,@,DEN,W 31-21,*,19,26,73.08,199,0,1,78.8,4,26,7.65,5.92,3,26,8.67,0,2,0,0,1,0,0,65,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
6.0,2023-10-15,6.0,6.0,24.073,NYJ,,PHI,W 20-14,*,19,33,57.58,186,0,0,73.5,5,31,5.64,5.64,4,15,3.75,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
7.0,2023-10-29,7.0,8.0,24.087,NYJ,@,NYG,W 13-10,*,17,36,47.22,240,1,0,78.5,4,47,6.67,7.22,4,25,6.25,0,2,2,0,0,-1,0,64,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
8.0,2023-11-06,8.0,9.0,24.095,NYJ,,LAC,L 6-27,*,33,49,67.35,263,0,0,80.6,8,57,5.37,5.37,2,7,3.50,0,3,2,0,0,0,0,81,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
9.0,2023-11-12,9.0,10.0,24.101,NYJ,@,LVR,L 12-16,*,23,39,58.97,263,0,1,68.6,2,6,6.74,5.59,4,54,13.50,0,1,0,0,0,0,0,66,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
10.0,2023-11-19,10.0,11.0,24.108,NYJ,@,BUF,L 6-32,*,7,15,46.67,81,1,1,57.9,5,30,5.40,3.73,4,15,3.75,0,0,0,0,0,0,0,38,67%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
11.0,2023-11-24,11.0,12.0,,NYJ,,MIA,L 13-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,WILSZA00,Table_1,Inactive,Inactive,Inactive,,,,,,,,,,,,,,,Inactive
12.0,2023-12-03,12.0,13.0,,NYJ,,ATL,L 8-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,WILSZA00,Table_1,Inactive,Inactive,Inactive,,,,,,,,,,,,,,,Inactive
13.0,2023-12-10,13.0,14.0,24.129,NYJ,,HOU,W 30-6,*,27,36,75.00,301,2,0,117.9,4,33,8.36,9.47,3,12,4.00,0,1,1,0,0,0,0,68,100%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
14.0,2023-12-17,14.0,15.0,24.136,NYJ,@,MIA,L 0-30,*,4,11,36.36,26,0,0,44.9,4,37,2.36,2.36,0,0,,0,1,1,0,0,0,0,22,38%,0,0%,0,0%,WILSZA00,Table_1,0,0,,,,,,,,,,,,,,,,
15.0,2023-12-24,15.0,16.0,,NYJ,,WAS,W 30-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,WILSZA00,Table_1,Inactive,Inactive,Inactive,,,,,,,,,,,,,,,Inactive
16.0,2023-12-28,16.0,17.0,,NYJ,@,CLE,L 20-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,WILSZA00,Table_1,Inactive,Inactive,Inactive,,,,,,,,,,,,,,,Inactive
17.0,2024-01-07,17.0,18.0,,NYJ,@,NWE,W 17-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,WILSZA00,Table_1,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,,,,,,,Did Not Play
,12 Games,,,,,,,5-7-0,,221,368,60.05,2271,8,7,77.2,46,340,6.17,5.75,36,211,5.86,0,11,7,0,1,-5,0,,,,,,,WILSZA00,Table_1,0,2,1,,,,,,,,,,,,,,,
1.0,2023-09-10,1.0,1.0,,LVR,@,DEN,W 17-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,OCONAI00,Table_1,Inactive,Inactive,,Inactive,,,,,,,,,,,,,,
2.0,2023-09-17,2.0,2.0,,LVR,@,BUF,L 10-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,OCONAI00,Table_1,Inactive,Inactive,,Inactive,,,,,,,,,,,,,,
3.0,2023-09-24,3.0,3.0,,LVR,,PIT,L 18-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,OCONAI00,Table_1,Inactive,Inactive,,Inactive,,,,,,,,,,,,,,
4.0,2023-10-01,4.0,4.0,25.03,LVR,@,LAC,L 17-24,*,24,39,61.54,238,0,1,68.1,7,50,6.10,4.95,3,3,1.00,1,3,2,0,0,0,0,73,100%,0,0%,0,0%,OCONAI00,Table_1,1,6,,,,,,,,,,,,,,,,
5.0,2023-10-09,5.0,5.0,,LVR,,GNB,W 17-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,OCONAI00,Table_1,Inactive,Inactive,,Inactive,,,,,,,,,,,,,,
6.0,2023-10-15,6.0,6.0,,LVR,,NWE,W 21-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,OCONAI00,Table_1,Inactive,Inactive,,Inactive,,,,,,,,,,,,,,
7.0,2023-10-22,7.0,7.0,25.051,LVR,@,CHI,L 12-30,,10,13,76.92,75,1,1,83.8,0,0,5.77,3.85,0,0,,0,0,0,0,0,0,0,14,22%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
8.0,2023-10-30,8.0,8.0,,LVR,@,DET,L 14-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,OCONAI00,Table_1,Did Not Play,Did Not Play,,Did Not Play,,,,,,,,,,,,,,
9.0,2023-11-05,9.0,9.0,25.065,LVR,,NYG,W 30-6,*,16,25,64.00,209,0,0,90.2,0,0,8.36,8.36,0,0,,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
10.0,2023-11-12,10.0,10.0,25.072,LVR,,NYJ,W 16-12,*,16,27,59.26,153,1,1,72.0,3,27,5.67,4.74,2,3,1.50,0,1,0,0,1,-1,0,64,100%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
11.0,2023-11-19,11.0,11.0,25.079,LVR,@,MIA,L 13-20,*,24,41,58.54,271,1,3,56.0,2,11,6.61,3.80,1,3,3.00,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
12.0,2023-11-26,12.0,12.0,25.086,LVR,,KAN,L 17-31,*,23,33,69.70,248,1,0,101.6,1,13,7.52,8.12,0,0,,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
13.0,2023-12-10,13.0,14.0,25.1,LVR,,MIN,L 0-3,*,21,32,65.63,171,0,1,66.0,4,25,5.34,3.94,1,2,2.00,0,0,0,0,1,0,0,54,100%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
14.0,2023-12-14,14.0,15.0,25.104,LVR,,LAC,W 63-21,*,20,34,58.82,248,4,0,120.7,1,6,7.29,9.65,0,0,,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,OCONAI00,Table_1,0,0,,,,,,,,,,,,,,,,
