Unnamed: 0_level_0_Week,Unnamed: 1_level_0_Day,Unnamed: 2_level_0_Date,Unnamed: 3_level_0_Unnamed: 3_level_1,Unnamed: 4_level_0_Unnamed: 4_level_1,Unnamed: 5_level_0_OT,Unnamed: 6_level_0_Unnamed: 6_level_1,Unnamed: 7_level_0_Opp,Score_Tm,Score_Opp,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_NY/A,Passing_Cmp%,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_FGM,Scoring_FGA,Scoring_XPM,Scoring_XPA,Punting_Pnt,Punting_Yds,Downs_3DConv,Downs_3DAtt,Downs_4DConv,Downs_4DAtt,Unnamed: 35_level_0_ToP,OriginalTable
19,Sat,January 13,boxscore,W,,,Cleveland Browns,45,14,17,22,280,3,0,0,0,12.7,12.7,77.3,158.1,22,76,3.5,1,1,1,6,6,4,184,2,8,0,0,24:34,Table_2
20,Sat,January 20,boxscore,L,,@,Baltimore Ravens,10,34,19,33,175,0,0,0,0,5.3,5.3,57.6,72.2,14,38,2.7,0,1,2,1,1,5,217,4,12,0,1,22:25,Table_2
